state,year,month,nothing,D0,D1,D2,D3,D4
TX,11,03,3.6,96.4,84.3,59.9,23.2,0.0
TX,11,04,0.0,100.0,99.0,89.9,64.8,11.7
TX,11,05,0.9,99.1,97.1,92.8,79.1,43.2
TX,11,06,2.5,97.5,96.1,94.5,89.0,66.4
TX,11,07,0.6,99.4,98.0,95.7,91.0,73.3
TX,11,08,0.0,100.0,99.7,98.6,93.6,77.0
TX,11,09,0.0,100.0,100.0,99.1,96.3,85.0
TX,11,10,0.0,100.0,100.0,98.8,92.9,75.8
TX,11,11,0.0,100.0,100.0,97.1,87.8,62.3
TX,11,12,0.0,100.0,98.8,87.5,72.4,38.9
TX,12,01,1.3,98.7,94.8,82.7,62.9,27.1
TX,12,02,5.5,94.5,87.4,72.2,46.4,18.1
TX,12,03,9.0,91.0,79.9,62.4,39.1,19.3
TX,12,04,17.7,82.3,64.2,49.5,29.5,11.6
TX,12,05,13.0,87.0,61.3,38.3,17.1,3.9
TX,12,06,6.5,93.5,68.7,28.6,7.7,0.1
TX,12,07,8.7,91.3,73.4,35.6,9.3,0.3
TX,12,08,11.1,88.9,75.0,40.5,13.1,1.5
TX,12,09,9.5,90.5,75.9,51.4,23.0,4.6
TX,12,10,15.9,84.1,62.6,31.7,16.0,3.3
TX,12,11,10.2,89.8,71.5,43.5,20.9,6.5
TX,12,12,5.3,94.7,86.6,63.1,32.0,9.3
TX,13,01,7.3,92.7,79.0,56.7,26.8,8.7
TX,13,02,10.9,89.1,75.4,50.4,24.1,7.2
TX,13,03,6.9,93.1,81.3,57.8,26.3,9.1
TX,13,04,1.2,98.8,90.6,70.2,34.4,11.5
TX,13,05,2.7,97.3,90.2,67.2,36.1,14.7
TX,13,06,5.0,95.0,85.1,59.5,31.3,13.6
TX,13,07,1.1,98.9,90.7,69.5,31.0,9.7
TX,13,08,2.5,97.5,88.3,66.7,20.9,3.9
TX,13,09,5.0,95.0,85.0,60.7,18.4,1.9
TX,13,10,9.9,90.1,65.4,23.5,4.0,0.2
TX,13,11,20.8,79.2,49.6,23.2,6.1,0.7
TX,13,12,26.6,73.4,45.8,21.7,6.2,0.9
TX,14,01,24.2,75.8,45.9,21.7,6.6,0.8
TX,14,02,11.7,88.3,58.0,26.6,8.6,0.8
TX,14,03,13.6,86.4,65.4,35.2,14.8,1.9
TX,14,04,14.8,85.2,67.8,45.6,30.9,10.4
TX,14,05,8.6,91.4,75.0,56.6,39.8,19.5
TX,14,06,10.4,89.6,69.3,42.4,22.8,6.7
TX,14,07,14.1,85.9,60.2,35.3,16.9,3.9
TX,14,08,17.6,82.4,58.8,35.9,14.8,2.7
TX,14,09,19.6,80.4,55.4,33.5,13.2,2.1
TX,14,10,28.9,71.1,48.9,28.1,11.5,3.1
TX,14,11,30.5,69.5,44.7,24.6,10.0,3.3
TX,14,12,33.9,66.1,43.7,23.6,10.3,2.8
TX,15,01,40.0,60.0,40.5,24.1,11.1,2.9
TX,15,02,41.1,58.9,41.1,25.8,13.2,4.0
TX,15,03,44.9,55.1,39.4,26.1,13.9,3.2
TX,15,04,54.6,45.4,34.2,21.9,11.3,2.9
TX,15,05,69.1,30.9,18.3,6.6,1.9,0.5
TX,15,06,93.4,6.6,0.4,0.0,0.0,0.0
TX,15,07,93.7,6.3,0.2,0.0,0.0,0.0
TX,15,08,62.5,37.5,18.0,4.8,0.0,0.0
TX,15,09,46.8,53.2,29.5,13.1,3.7,0.0
TX,15,10,39.3,60.7,40.4,25.3,11.4,1.7
TX,15,11,87.9,12.1,1.5,0.0,0.0,0.0
TX,15,12,96.4,3.6,0.0,0.0,0.0,0.0
TX,16,01,98.2,1.8,0.0,0.0,0.0,0.0
TX,16,02,79.6,20.4,1.1,0.0,0.0,0.0
TX,16,03,78.8,21.2,1.3,0.0,0.0,0.0
TX,16,04,79.0,21.0,3.7,0.2,0.0,0.0
TX,16,05,94.5,5.5,0.4,0.0,0.0,0.0
TX,16,06,98.5,1.5,0.0,0.0,0.0,0.0
TX,16,07,85.2,14.8,1.9,0.0,0.0,0.0
TX,16,08,73.5,26.5,5.5,0.6,0.0,0.0
UT,00,01,62.7,37.3,0.0,0.0,0.0,0.0
UT,00,02,67.4,32.6,0.0,0.0,0.0,0.0
UT,00,03,98.0,2.0,0.0,0.0,0.0,0.0
UT,00,04,100.0,0.0,0.0,0.0,0.0,0.0
UT,00,05,99.8,0.2,0.0,0.0,0.0,0.0
UT,00,06,34.3,65.7,0.0,0.0,0.0,0.0
UT,00,07,0.4,99.6,15.2,0.0,0.0,0.0
UT,00,08,0.0,100.0,75.6,3.9,0.0,0.0
UT,00,09,0.1,99.9,80.1,2.3,0.0,0.0
UT,00,10,10.2,89.8,46.5,1.3,0.0,0.0
UT,00,11,86.8,13.2,0.0,0.0,0.0,0.0
UT,00,12,99.9,0.1,0.0,0.0,0.0,0.0
UT,01,01,100.0,0.0,0.0,0.0,0.0,0.0
UT,01,02,99.5,0.5,0.0,0.0,0.0,0.0
UT,01,03,89.4,10.6,0.0,0.0,0.0,0.0
UT,01,04,74.4,25.6,4.3,0.0,0.0,0.0
UT,01,05,75.3,24.7,4.4,0.1,0.0,0.0
UT,01,06,29.4,70.6,17.8,3.4,0.0,0.0
UT,01,07,37.6,62.4,27.9,15.2,0.7,0.0
UT,01,08,43.5,56.5,28.8,12.4,4.2,0.0
UT,01,09,34.9,65.1,35.2,10.1,5.5,0.0
UT,01,10,29.3,70.7,37.2,10.1,4.7,0.0
UT,01,11,17.4,82.6,33.8,9.8,4.7,0.0
UT,01,12,16.0,84.0,23.5,2.9,0.0,0.0
UT,02,01,5.6,94.4,17.6,0.8,0.0,0.0
UT,02,02,0.0,100.0,39.5,0.7,0.0,0.0
UT,02,03,0.0,100.0,50.2,16.8,0.0,0.0
UT,02,04,0.0,100.0,69.5,44.9,1.4,0.0
UT,02,05,0.0,100.0,86.3,70.0,23.9,2.8
UT,02,06,0.0,100.0,97.6,71.9,37.6,12.0
UT,02,07,0.0,100.0,100.0,84.5,56.3,29.0
UT,02,08,0.0,100.0,100.0,91.0,57.2,15.8
UT,02,09,0.0,100.0,100.0,100.0,66.3,12.6
UT,02,10,0.0,100.0,100.0,76.5,35.5,4.9
UT,02,11,0.0,100.0,100.0,71.5,22.7,1.7
UT,02,12,0.0,100.0,100.0,94.2,19.9,1.0
UT,03,01,0.0,100.0,100.0,100.0,74.4,1.2
UT,03,02,0.0,100.0,100.0,100.0,98.1,1.0
UT,03,03,0.0,100.0,100.0,100.0,100.0,0.3
UT,03,04,0.0,100.0,100.0,100.0,100.0,0.0
UT,03,05,0.0,100.0,100.0,100.0,100.0,3.9
UT,03,06,0.0,100.0,100.0,100.0,99.9,8.9
UT,03,07,0.0,100.0,100.0,100.0,99.8,13.5
UT,03,08,0.0,100.0,100.0,100.0,100.0,18.7
UT,03,09,0.0,100.0,100.0,100.0,99.1,15.2
UT,03,10,0.0,100.0,100.0,100.0,99.5,14.7
UT,03,11,0.0,100.0,100.0,100.0,100.0,17.2
UT,03,12,0.0,100.0,100.0,100.0,93.7,18.3
UT,04,01,0.0,100.0,100.0,100.0,64.5,12.8
UT,04,02,0.0,100.0,100.0,100.0,64.2,13.0
UT,04,03,0.0,100.0,100.0,84.8,50.3,2.3
UT,04,04,0.0,100.0,100.0,90.0,52.0,2.1
UT,04,05,0.0,100.0,100.0,94.4,46.6,2.1
UT,04,06,0.0,100.0,100.0,98.8,46.7,1.9
UT,04,07,0.0,100.0,100.0,98.8,47.4,1.9
UT,04,08,0.0,100.0,100.0,98.8,52.4,1.8
UT,04,09,0.0,100.0,100.0,98.8,55.3,1.5
UT,04,10,0.0,100.0,100.0,91.1,51.0,1.3
UT,04,11,0.0,100.0,94.6,59.5,30.8,0.7
UT,04,12,0.0,100.0,77.0,45.6,16.1,0.7
UT,05,01,2.1,97.9,74.7,29.7,5.2,0.3
UT,05,02,10.8,89.2,62.6,16.9,2.5,0.0
UT,05,03,15.6,84.4,53.1,12.8,2.3,0.1
UT,05,04,56.3,43.7,17.6,1.9,0.1,0.0
UT,05,05,75.1,24.9,4.6,0.0,0.0,0.0
UT,05,06,77.6,22.4,3.1,0.0,0.0,0.0
UT,05,07,77.4,22.6,3.1,0.0,0.0,0.0
UT,05,08,76.9,23.1,3.0,0.0,0.0,0.0
UT,05,09,79.5,20.5,2.6,0.0,0.0,0.0
UT,05,10,82.8,17.2,1.7,0.0,0.0,0.0
UT,05,11,82.8,17.2,1.7,0.0,0.0,0.0
UT,05,12,82.8,17.2,1.7,0.0,0.0,0.0
UT,06,01,82.4,17.6,0.3,0.0,0.0,0.0
UT,06,02,75.1,24.9,0.6,0.0,0.0,0.0
UT,06,03,71.9,28.1,0.7,0.0,0.0,0.0
UT,06,04,80.0,20.0,2.9,0.0,0.0,0.0
UT,06,05,76.3,23.6,3.9,0.0,0.0,0.0
UT,06,06,77.0,23.0,6.3,0.5,0.0,0.0
UT,06,07,75.7,24.3,8.5,0.2,0.0,0.0
UT,06,08,78.0,22.0,8.5,0.0,0.0,0.0
UT,06,09,77.2,22.8,6.1,0.0,0.0,0.0
UT,06,10,88.1,11.9,1.0,0.0,0.0,0.0
UT,06,11,90.9,9.1,0.1,0.0,0.0,0.0
UT,06,12,93.0,7.0,0.8,0.0,0.0,0.0
UT,07,01,89.3,10.7,1.6,0.0,0.0,0.0
UT,07,02,9.7,90.3,1.8,0.0,0.0,0.0
UT,07,03,0.0,100.0,30.5,0.6,0.0,0.0
UT,07,04,0.0,100.0,100.0,5.8,0.0,0.0
UT,07,05,0.0,100.0,100.0,11.6,0.0,0.0
UT,07,06,0.0,100.0,100.0,11.9,0.0,0.0
UT,07,07,0.0,100.0,100.0,46.6,0.0,0.0
UT,07,08,0.0,100.0,100.0,95.1,0.0,0.0
UT,07,09,0.0,100.0,99.3,86.4,0.0,0.0
UT,07,10,2.5,97.5,91.5,59.4,0.0,0.0
UT,07,11,2.4,97.6,91.5,60.1,0.0,0.0
UT,07,12,4.2,95.8,88.9,56.4,0.0,0.0
UT,08,01,4.2,95.8,85.2,38.8,0.0,0.0
UT,08,02,4.4,95.6,56.4,22.4,0.0,0.0
UT,08,03,44.5,55.5,24.2,16.1,0.0,0.0
UT,08,04,62.9,37.1,12.2,4.4,0.0,0.0
UT,08,05,64.3,35.7,6.4,0.0,0.0,0.0
UT,08,06,72.5,27.5,7.6,0.0,0.0,0.0
UT,08,07,73.3,26.7,2.3,0.0,0.0,0.0
UT,08,08,70.5,29.5,1.3,0.0,0.0,0.0
UT,08,09,61.2,38.8,12.4,0.0,0.0,0.0
UT,08,10,57.0,43.0,16.4,1.0,0.0,0.0
UT,08,11,47.6,52.4,20.9,2.0,0.0,0.0
UT,08,12,44.0,56.0,20.9,2.0,0.0,0.0
UT,09,01,53.3,46.7,20.9,2.0,0.0,0.0
UT,09,02,54.4,45.6,18.1,1.5,0.0,0.0
UT,09,03,50.1,49.9,12.7,0.0,0.0,0.0
UT,09,04,44.6,55.4,9.6,0.0,0.0,0.0
UT,09,05,75.6,24.4,0.5,0.0,0.0,0.0
UT,09,06,96.9,3.1,0.2,0.0,0.0,0.0
UT,09,07,98.0,2.0,0.0,0.0,0.0,0.0
UT,09,08,93.9,6.1,0.0,0.0,0.0,0.0
UT,09,09,63.6,36.4,1.2,0.0,0.0,0.0
UT,09,10,69.3,30.7,5.0,1.0,0.0,0.0
UT,09,11,51.0,49.0,11.2,1.8,0.0,0.0
UT,09,12,34.7,65.3,18.8,3.2,0.0,0.0
UT,10,01,11.4,88.6,20.2,3.6,0.0,0.0
UT,10,02,5.7,94.3,12.2,0.3,0.0,0.0
UT,10,03,22.5,77.5,7.3,0.1,0.0,0.0
UT,10,04,41.4,58.6,4.0,0.0,0.0,0.0
UT,10,05,43.2,56.8,3.4,0.0,0.0,0.0
UT,10,06,64.1,35.9,1.6,0.0,0.0,0.0
UT,10,07,82.5,17.5,0.4,0.0,0.0,0.0
UT,10,08,76.7,23.3,0.6,0.0,0.0,0.0
UT,10,09,72.7,27.4,1.3,0.0,0.0,0.0
UT,10,10,65.6,34.4,2.7,0.0,0.0,0.0
UT,10,11,82.5,17.5,0.0,0.0,0.0,0.0
UT,10,12,93.8,6.2,0.0,0.0,0.0,0.0
UT,11,01,99.9,0.1,0.0,0.0,0.0,0.0
UT,11,02,98.5,1.5,0.0,0.0,0.0,0.0
UT,11,03,97.8,2.2,0.0,0.0,0.0,0.0
UT,11,04,97.0,3.0,0.0,0.0,0.0,0.0
UT,11,05,96.7,3.3,0.8,0.0,0.0,0.0
UT,11,06,95.7,4.3,1.4,0.0,0.0,0.0
UT,11,07,93.5,6.5,1.7,0.0,0.0,0.0
UT,11,08,93.5,6.5,1.7,0.0,0.0,0.0
UT,11,09,92.1,7.9,1.0,0.0,0.0,0.0
UT,11,10,93.1,6.9,0.3,0.0,0.0,0.0
UT,11,11,93.4,6.6,0.3,0.0,0.0,0.0
UT,11,12,93.2,6.8,0.3,0.0,0.0,0.0
UT,12,01,36.2,63.8,14.1,0.0,0.0,0.0
UT,12,02,12.8,87.2,37.1,1.1,0.0,0.0
UT,12,03,13.0,87.0,41.1,3.5,0.0,0.0
UT,12,04,3.7,96.3,57.7,11.0,0.0,0.0
UT,12,05,1.1,99.0,85.5,31.8,0.0,0.0
UT,12,06,0.8,99.2,86.8,51.1,8.2,0.0
UT,12,07,0.0,100.0,94.7,71.9,30.2,0.0
UT,12,08,0.0,100.0,99.3,79.9,29.5,0.0
UT,12,09,0.0,100.0,100.0,84.9,22.5,0.0
UT,12,10,0.0,100.0,100.0,80.6,26.5,0.0
UT,12,11,0.0,100.0,100.0,70.1,28.3,0.0
UT,12,12,0.0,100.0,100.0,70.9,26.9,0.0
UT,13,01,0.0,100.0,99.9,64.5,15.4,0.0
UT,13,02,0.0,100.0,99.9,57.5,4.0,0.0
UT,13,03,0.0,100.0,96.3,47.7,1.5,0.0
UT,13,04,0.0,100.0,96.3,47.1,1.5,0.0
UT,13,05,0.0,100.0,98.7,49.7,1.5,0.0
UT,13,06,0.0,100.0,99.9,47.9,3.1,0.0
UT,13,07,0.0,100.0,96.7,45.9,7.5,0.0
UT,13,08,0.0,100.0,92.8,50.8,5.9,0.0
UT,13,09,0.0,100.0,91.3,35.8,1.3,0.0
UT,13,10,0.0,100.0,86.6,16.3,0.0,0.0
UT,13,11,0.0,100.0,78.2,16.3,0.0,0.0
UT,13,12,0.0,100.0,59.7,14.5,0.0,0.0
UT,14,01,0.0,100.0,58.2,14.1,0.0,0.0
UT,14,02,0.0,100.0,55.9,12.4,0.0,0.0
UT,14,03,0.3,99.7,58.7,13.9,0.0,0.0
UT,14,04,4.5,95.5,69.3,18.4,0.0,0.0
UT,14,05,8.2,91.8,72.3,21.9,0.0,0.0
UT,14,06,9.1,90.9,72.3,21.8,0.0,0.0
UT,14,07,9.1,90.9,73.6,23.9,1.1,0.0
UT,14,08,9.2,90.8,80.4,29.6,1.1,0.0
UT,14,09,13.8,86.2,67.1,16.0,0.0,0.0
UT,14,10,19.1,80.9,59.2,13.0,0.0,0.0
UT,14,11,19.1,80.9,59.0,13.0,0.0,0.0
UT,14,12,18.9,81.1,59.0,13.0,0.0,0.0
UT,15,01,15.9,84.1,59.4,12.5,0.0,0.0
UT,15,02,3.9,96.1,75.5,13.9,0.5,0.0
UT,15,03,0.0,100.0,96.7,26.5,4.9,0.0
UT,15,04,0.0,100.0,99.2,51.4,9.5,0.0
UT,15,05,0.0,100.0,97.0,40.4,9.7,0.0
UT,15,06,6.0,94.0,71.0,29.2,1.9,0.0
UT,15,07,11.5,88.5,65.0,26.8,0.0,0.0
UT,15,08,11.9,88.1,63.6,26.8,0.0,0.0
UT,15,09,11.9,88.1,63.1,26.8,0.0,0.0
UT,15,10,13.9,86.0,59.2,26.5,0.0,0.0
UT,15,11,19.6,80.4,53.5,26.2,0.0,0.0
UT,15,12,22.6,77.4,53.4,22.4,0.0,0.0
UT,16,01,31.9,68.1,36.9,16.9,0.0,0.0
UT,16,02,37.3,62.7,30.1,12.8,0.0,0.0
UT,16,03,34.8,65.2,30.1,12.8,0.0,0.0
UT,16,04,26.7,73.3,30.1,12.8,0.0,0.0
UT,16,05,36.2,63.8,4.9,0.0,0.0,0.0
UT,16,06,52.6,47.4,0.0,0.0,0.0,0.0
UT,16,07,49.1,50.9,1.0,0.0,0.0,0.0
UT,16,08,42.3,57.7,4.6,0.0,0.0,0.0
VA,00,01,57.3,42.7,9.0,0.0,0.0,0.0
VA,00,02,76.8,23.2,4.5,0.0,0.0,0.0
VA,00,03,48.6,51.4,16.8,0.0,0.0,0.0
VA,00,04,57.9,42.1,4.4,0.0,0.0,0.0
VA,00,05,69.7,30.3,0.0,0.0,0.0,0.0
VA,00,06,76.1,23.9,5.1,0.0,0.0,0.0
VA,00,07,87.5,12.5,1.3,0.0,0.0,0.0
VA,00,08,99.7,0.3,0.0,0.0,0.0,0.0
VA,00,09,100.0,0.0,0.0,0.0,0.0,0.0
VA,00,10,65.8,34.2,9.2,2.9,0.1,0.0
VA,00,11,9.9,90.1,31.6,14.9,0.9,0.0
VA,00,12,49.8,50.2,23.8,15.2,0.3,0.0
VA,01,01,66.9,33.1,18.4,11.6,1.2,0.0
VA,01,02,57.8,42.2,24.7,11.9,0.8,0.0
VA,01,03,42.6,57.4,24.9,5.1,0.6,0.0
VA,01,04,46.4,53.6,16.3,2.5,0.0,0.0
VA,01,05,16.5,83.5,37.4,12.5,3.3,0.0
VA,01,06,81.4,18.6,7.4,0.4,0.0,0.0
VA,01,07,81.7,18.3,0.4,0.0,0.0,0.0
VA,01,08,100.0,0.0,0.0,0.0,0.0,0.0
VA,01,09,89.9,10.1,0.1,0.0,0.0,0.0
VA,01,10,34.2,65.8,13.6,0.0,0.0,0.0
VA,01,11,0.0,100.0,88.1,10.0,0.0,0.0
VA,01,12,0.0,100.0,98.4,45.6,0.5,0.0
VA,02,01,0.2,99.8,98.4,36.9,0.0,0.0
VA,02,02,0.7,99.3,97.0,78.2,1.3,0.0
VA,02,03,2.7,97.3,95.3,88.9,24.1,0.0
VA,02,04,7.8,92.2,86.1,76.2,27.7,0.0
VA,02,05,9.5,90.5,67.8,50.3,11.3,0.0
VA,02,06,8.3,91.7,70.9,47.1,23.9,1.6
VA,02,07,1.7,98.3,77.6,55.1,35.1,5.8
VA,02,08,1.6,98.4,88.1,68.6,50.9,24.1
VA,02,09,0.0,100.0,99.8,92.7,52.8,6.4
VA,02,10,0.0,100.0,89.6,65.9,24.4,5.9
VA,02,11,29.4,70.6,21.7,2.9,0.0,0.0
VA,02,12,55.4,44.6,0.3,0.0,0.0,0.0
VA,03,01,100.0,0.0,0.0,0.0,0.0,0.0
VA,03,02,100.0,0.0,0.0,0.0,0.0,0.0
VA,03,03,100.0,0.0,0.0,0.0,0.0,0.0
VA,03,04,100.0,0.0,0.0,0.0,0.0,0.0
VA,03,05,100.0,0.0,0.0,0.0,0.0,0.0
VA,03,06,100.0,0.0,0.0,0.0,0.0,0.0
VA,03,07,100.0,0.0,0.0,0.0,0.0,0.0
VA,03,08,100.0,0.0,0.0,0.0,0.0,0.0
VA,03,09,100.0,0.0,0.0,0.0,0.0,0.0
VA,03,10,100.0,0.0,0.0,0.0,0.0,0.0
VA,03,11,100.0,0.0,0.0,0.0,0.0,0.0
VA,03,12,100.0,0.0,0.0,0.0,0.0,0.0
VA,04,01,100.0,0.0,0.0,0.0,0.0,0.0
VA,04,02,100.0,0.0,0.0,0.0,0.0,0.0
VA,04,03,100.0,0.0,0.0,0.0,0.0,0.0
VA,04,04,99.3,0.7,0.0,0.0,0.0,0.0
VA,04,05,100.0,0.0,0.0,0.0,0.0,0.0
VA,04,06,100.0,0.0,0.0,0.0,0.0,0.0
VA,04,07,100.0,0.0,0.0,0.0,0.0,0.0
VA,04,08,100.0,0.0,0.0,0.0,0.0,0.0
VA,04,09,100.0,0.0,0.0,0.0,0.0,0.0
VA,04,10,100.0,0.0,0.0,0.0,0.0,0.0
VA,04,11,100.0,0.0,0.0,0.0,0.0,0.0
VA,04,12,100.0,0.0,0.0,0.0,0.0,0.0
VA,05,01,100.0,0.0,0.0,0.0,0.0,0.0
VA,05,02,100.0,0.0,0.0,0.0,0.0,0.0
VA,05,03,98.9,1.1,0.0,0.0,0.0,0.0
VA,05,04,100.0,0.0,0.0,0.0,0.0,0.0
VA,05,05,95.5,4.5,0.0,0.0,0.0,0.0
VA,05,06,81.8,18.2,0.0,0.0,0.0,0.0
VA,05,07,82.9,17.1,4.7,0.0,0.0,0.0
VA,05,08,97.9,2.1,0.0,0.0,0.0,0.0
VA,05,09,24.5,75.5,26.6,0.0,0.0,0.0
VA,05,10,58.8,41.2,26.1,2.5,0.0,0.0
VA,05,11,64.7,35.3,7.8,0.0,0.0,0.0
VA,05,12,89.9,10.1,2.3,0.0,0.0,0.0
VA,06,01,96.7,3.3,0.0,0.0,0.0,0.0
VA,06,02,87.5,12.5,0.7,0.0,0.0,0.0
VA,06,03,11.1,88.9,30.8,0.0,0.0,0.0
VA,06,04,8.5,91.5,50.0,3.0,0.0,0.0
VA,06,05,15.5,84.5,33.7,0.0,0.0,0.0
VA,06,06,30.3,69.7,28.3,0.0,0.0,0.0
VA,06,07,97.9,2.1,0.0,0.0,0.0,0.0
VA,06,08,46.1,53.9,14.4,0.0,0.0,0.0
VA,06,09,96.8,3.2,0.0,0.0,0.0,0.0
VA,06,10,100.0,0.0,0.0,0.0,0.0,0.0
VA,06,11,100.0,0.0,0.0,0.0,0.0,0.0
VA,06,12,99.8,0.2,0.0,0.0,0.0,0.0
VA,07,01,95.6,4.4,0.0,0.0,0.0,0.0
VA,07,02,80.5,19.5,5.3,0.0,0.0,0.0
VA,07,03,63.6,36.4,7.5,0.0,0.0,0.0
VA,07,04,84.1,15.9,4.7,0.0,0.0,0.0
VA,07,05,81.1,18.9,4.6,0.3,0.0,0.0
VA,07,06,46.0,54.0,11.8,4.7,0.1,0.0
VA,07,07,6.5,93.5,51.3,13.8,0.2,0.0
VA,07,08,0.0,100.0,67.1,18.6,3.0,0.0
VA,07,09,0.9,99.1,76.7,36.9,6.8,1.1
VA,07,10,2.2,97.8,85.5,67.5,27.4,4.7
VA,07,11,4.1,95.9,78.2,21.3,9.2,2.7
VA,07,12,6.1,93.9,79.7,30.1,9.2,5.1
VA,08,01,6.7,93.3,80.1,30.1,8.0,2.5
VA,08,02,6.7,93.3,79.2,40.1,3.1,0.0
VA,08,03,11.8,88.2,70.8,28.2,0.7,0.0
VA,08,04,10.9,89.1,59.6,16.9,0.0,0.0
VA,08,05,50.6,49.4,14.0,0.0,0.0,0.0
VA,08,06,56.1,43.9,20.7,1.5,0.0,0.0
VA,08,07,53.3,46.7,24.5,3.7,0.0,0.0
VA,08,08,24.8,75.2,50.3,19.3,0.0,0.0
VA,08,09,42.8,57.2,32.3,3.4,0.0,0.0
VA,08,10,59.4,40.6,26.8,13.2,1.1,0.0
VA,08,11,65.3,34.7,24.4,16.8,1.7,0.0
VA,08,12,56.6,43.4,25.1,6.7,0.8,0.0
VA,09,01,63.0,37.0,18.4,0.0,0.0,0.0
VA,09,02,17.5,82.5,19.2,0.0,0.0,0.0
VA,09,03,3.5,96.5,26.3,0.0,0.0,0.0
VA,09,04,15.3,84.7,8.3,0.0,0.0,0.0
VA,09,05,86.1,13.9,0.0,0.0,0.0,0.0
VA,09,06,97.9,2.1,0.0,0.0,0.0,0.0
VA,09,07,82.2,17.8,0.0,0.0,0.0,0.0
VA,09,08,78.6,21.4,0.0,0.0,0.0,0.0
VA,09,09,84.4,15.6,0.5,0.0,0.0,0.0
VA,09,10,87.2,12.8,0.2,0.0,0.0,0.0
VA,09,11,100.0,0.0,0.0,0.0,0.0,0.0
VA,09,12,100.0,0.0,0.0,0.0,0.0,0.0
VA,10,01,100.0,0.0,0.0,0.0,0.0,0.0
VA,10,02,100.0,0.0,0.0,0.0,0.0,0.0
VA,10,03,100.0,0.0,0.0,0.0,0.0,0.0
VA,10,04,100.0,0.0,0.0,0.0,0.0,0.0
VA,10,05,91.1,8.9,0.0,0.0,0.0,0.0
VA,10,06,82.9,17.1,0.1,0.0,0.0,0.0
VA,10,07,11.4,88.6,46.3,3.7,0.0,0.0
VA,10,08,20.3,79.7,51.8,32.8,0.0,0.0
VA,10,09,22.5,77.5,48.1,30.5,0.8,0.0
VA,10,10,52.0,48.0,7.6,0.8,0.0,0.0
VA,10,11,59.5,40.5,4.2,0.2,0.0,0.0
VA,10,12,79.7,20.3,0.0,0.0,0.0,0.0
VA,11,01,35.9,64.1,11.6,0.0,0.0,0.0
VA,11,02,7.4,92.6,61.8,0.0,0.0,0.0
VA,11,03,21.9,78.1,43.4,0.0,0.0,0.0
VA,11,04,52.2,47.8,14.4,0.0,0.0,0.0
VA,11,05,67.6,32.4,10.2,0.0,0.0,0.0
VA,11,06,68.4,31.6,18.1,0.5,0.0,0.0
VA,11,07,70.2,29.8,6.8,0.2,0.0,0.0
VA,11,08,52.9,47.1,12.0,0.0,0.0,0.0
VA,11,09,94.7,5.3,1.6,0.0,0.0,0.0
VA,11,10,97.8,2.2,0.0,0.0,0.0,0.0
VA,11,11,100.0,0.0,0.0,0.0,0.0,0.0
VA,11,12,98.8,1.2,0.0,0.0,0.0,0.0
VA,12,01,84.0,16.0,0.0,0.0,0.0,0.0
VA,12,02,73.8,26.2,0.0,0.0,0.0,0.0
VA,12,03,70.4,29.6,0.1,0.0,0.0,0.0
VA,12,04,44.1,55.9,7.8,0.0,0.0,0.0
VA,12,05,57.4,42.6,4.0,0.0,0.0,0.0
VA,12,06,83.5,16.5,0.4,0.0,0.0,0.0
VA,12,07,14.8,85.2,13.8,0.1,0.0,0.0
VA,12,08,33.6,66.4,18.9,0.6,0.0,0.0
VA,12,09,48.5,51.5,13.2,0.1,0.0,0.0
VA,12,10,64.2,35.8,7.8,0.0,0.0,0.0
VA,12,11,58.1,41.9,17.4,0.0,0.0,0.0
VA,12,12,36.3,63.7,35.7,0.0,0.0,0.0
VA,13,01,53.8,46.2,29.3,0.0,0.0,0.0
VA,13,02,84.9,15.1,0.0,0.0,0.0,0.0
VA,13,03,97.3,2.7,0.0,0.0,0.0,0.0
VA,13,04,100.0,0.0,0.0,0.0,0.0,0.0
VA,13,05,99.5,0.5,0.0,0.0,0.0,0.0
VA,13,06,99.8,0.2,0.0,0.0,0.0,0.0
VA,13,07,100.0,0.0,0.0,0.0,0.0,0.0
VA,13,08,100.0,0.0,0.0,0.0,0.0,0.0
VA,13,09,97.4,2.6,0.0,0.0,0.0,0.0
VA,13,10,87.0,13.0,0.0,0.0,0.0,0.0
VA,13,11,51.4,48.6,0.0,0.0,0.0,0.0
VA,13,12,80.4,19.6,0.0,0.0,0.0,0.0
VA,14,01,100.0,0.0,0.0,0.0,0.0,0.0
VA,14,02,100.0,0.0,0.0,0.0,0.0,0.0
VA,14,03,100.0,0.0,0.0,0.0,0.0,0.0
VA,14,04,100.0,0.0,0.0,0.0,0.0,0.0
VA,14,05,90.7,9.3,0.0,0.0,0.0,0.0
VA,14,06,90.3,9.7,2.4,0.0,0.0,0.0
VA,14,07,76.9,23.1,1.0,0.0,0.0,0.0
VA,14,08,86.8,13.2,0.0,0.0,0.0,0.0
VA,14,09,75.1,24.9,0.0,0.0,0.0,0.0
VA,14,10,64.9,35.1,0.0,0.0,0.0,0.0
VA,14,11,65.9,34.1,0.0,0.0,0.0,0.0
VA,14,12,70.6,29.4,0.0,0.0,0.0,0.0
VA,15,01,85.5,14.5,0.0,0.0,0.0,0.0
VA,15,02,73.6,26.4,0.0,0.0,0.0,0.0
VA,15,03,76.6,23.4,0.0,0.0,0.0,0.0
VA,15,04,92.5,7.5,0.0,0.0,0.0,0.0
